country,country_code,indicator_name,indicator_code,year,life_expectancy
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.1
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.459
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.085
Cote D'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,52.432
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,54.904
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,54.001
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,58.73
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.156
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,60.883
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,70.936
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.877
Caribbean Small States,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.6320513314341
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.54
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.873
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.863
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.198
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.9243902439025
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.9317073170732
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,58.548
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.016
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.8439024390244
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.043
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.836
East Asia & Pacific (Excluding High Income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.3983266445825
Early-Demographic Dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.9797864104925
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.2984345512681
Europe & Central Asia (Excluding High Income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.9595147646973
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.1537050552507
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.909
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.355
Euro Area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.3748507782536
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,60.628
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.1707317073171
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.5682926829268
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,54.364
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.2751410316852
Fragile And Conflict Affected Situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,57.1472781506796
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.8170731707317
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.983
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.1634146341463
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.4414634146342
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.906
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,62.978
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.0487804878049
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,70.689
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,59.638
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.991
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,54.422
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,59.11
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,52.949
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,55.766
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.2390243902439
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.7
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.2351219512195
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.167
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,76.427
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.392
High Income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.1097253238474
"Hong Kong Sar, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,81.6090243902439
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.198
Heavily Indebted Poor Countries (Hipc),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,55.7773809734173
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.2446341463415
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,60.318
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.6487804878049
Ibrd Only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.8265165341661
Ida & Ibrd Total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.2247322340305
Ida Total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,58.6482754700347
Ida Blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,56.9989286118874
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.531
Ida Only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,59.5354492161524
Isle Of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.453
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.939
Not Classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.9439024390244
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.446
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.899
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,81.5024390243902
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.1512195121951
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.7829268292683
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.493
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.977
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,81.9551219512195
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.356
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,58.51
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.9560975609756
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.113
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.517
St. Kitts And Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.151
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.1682926829268
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,76.8007804878049
Latin America & Caribbean (Excluding High Income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.2293807081161
Lao Pdr,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,60.688
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,76.074
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,56.765
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.439
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.544
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.5638143751286
Least Developed Countries: Un Classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,58.3085503350914
Low Income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,57.1918932752725
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.6682926829268
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.073
Lower Middle Income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,63.674503524779
Low & Middle Income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.3229974285212
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,43.611
Late-Demographic Dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.007214154553
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.2536585365854
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.4317073170732
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.3560975609756
"Macao Sar, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,81.3414634146341
St. Martin (French Part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.802
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.748
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,84.34
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.197
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,60.664
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.785
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.529947021124
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.627
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.112
Middle Income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.1061163042439
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.6975609756098
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,53.792
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.3
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,61.72
"Middle East, North Africa, Afghanistan & Pakistan (Excluding High Income)",MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,66.853402612801
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.9829268292683
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.2807317073171
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.307
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,52.322
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,63.92
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.4321951219512
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,52.469
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.37
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.7462382909607
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,52.557
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.867
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,53.32
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,49.538
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,70.374
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.3463414634146
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.0414634146342
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.275
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,59.361
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.8512195121951
Oecd Members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.953987145508
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.07
Other Small States,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.5574840535073
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,62.416
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.16
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.988
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.423
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,66.219
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,61.868
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.9951219512195
Pre-Demographic Dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,54.3659843800477
Puerto Rico (Us),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,76.703
"Korea, Dem. People'S Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.168
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.0707317073171
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.317
West Bank And Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.004
Pacific Island Small States,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.2332794133166
Post-Demographic Dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.410884260835
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.951
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,76.909
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.9121951219512
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.529756097561
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,56.968
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.131596636791
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.4
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,57.226
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,60.98
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.990243902439
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.79
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,48.306
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.336
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,81.926
"Somalia, Fed. Rep.",SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,50.894
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.8341463414634
Sub-Saharan Africa (Excluding High Income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,53.838506011466
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,53.965
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,53.8932697449503
Small States,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.0184220231352
Sao Tome And Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,62.434
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,66.997
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.9048780487805
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.6121951219512
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.5463414634146
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,43.958
Sint Maarten (Dutch Part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.681
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.1317073170732
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.797
Turks And Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.954
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,48.86
East Asia & Pacific (Ida & Ibrd Countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.440234089532
Europe & Central Asia (Ida & Ibrd Countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.1399718973032
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,55.916
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.894
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,66.531
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,66.275
Latin America & The Caribbean (Ida & Ibrd Countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.4275917225936
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,61.272
"Middle East, North Africa, Afghanistan & Pakistan (Ida & Ibrd)",TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,66.8201250398649
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,70.56
South Asia (Ida & Ibrd),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.131596636791
Sub-Saharan Africa (Ida & Ibrd Countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,53.8932697449503
Trinidad And Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,70.185
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.712
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.51
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.096
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,57.675
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,54.926
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.517
Upper Middle Income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.2940907050527
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.829
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.4878048780488
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.481
St. Vincent And The Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,70.454
"Venezuela, Rb",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.075
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.569
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,77.4219512195122
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.198
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.166
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.1105758161451
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.487
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.437
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.356
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,53.914
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,51.615
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,46.57
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,73.498
Africa Eastern And Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,55.6935152578453
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,58.553
Africa Western And Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,52.9787097061283
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,52.965
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,76.994
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,83.374
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,68.4912652387812
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,81.155
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,75.279
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,72.8243902439025
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,72.397
Antigua And Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,75.506
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,81.0414634146342
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,79.8804878048781
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,68.489
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,53.962
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,79.380487804878
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,57.966
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,53.784
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,66.048
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,72.6121951219512
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,76.51
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,73.456
Bosnia And Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,76.028
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,69.4048780487805
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,70.535
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,78.87
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,64.529
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,72.296
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,75.049
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,74.753
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,66.499
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,55.112
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,48.687
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,80.5436585365854
Central Europe And The Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,74.0926027308098
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,81.490243902439
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,80.4
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,78.533
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,74.404
Cote D'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,52.885
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,55.301
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,54.498
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,59.474
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,73.497
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,61.229
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,71.341
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,79.049
Caribbean Small States,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,69.9344232165599
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,77.406
